Command: /home/users7/kg867678/527LSP22/Lab10/./simv -l log10.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 15 23:27 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
Writing data..................................
Clk = 0, re_wr = 0, rst_n = 0, data =   1,  full = 0, empty = 0, data_out =   x                   0
Clk = 1, re_wr = 1, rst_n = 1, data = 136,  full = 0, empty = 0, data_out =   x               13550
Clk = 0, re_wr = 1, rst_n = 1, data = 136,  full = 0, empty = 0, data_out =   x               13600
Clk = 1, re_wr = 1, rst_n = 1, data = 137,  full = 0, empty = 0, data_out =   x               13650
Clk = 0, re_wr = 1, rst_n = 1, data = 137,  full = 0, empty = 0, data_out =   x               13700
Clk = 1, re_wr = 1, rst_n = 1, data = 138,  full = 0, empty = 0, data_out =   x               13750
Clk = 0, re_wr = 1, rst_n = 1, data = 138,  full = 0, empty = 0, data_out =   x               13800
Clk = 1, re_wr = 1, rst_n = 1, data = 139,  full = 0, empty = 0, data_out =   x               13850
Clk = 0, re_wr = 1, rst_n = 1, data = 139,  full = 0, empty = 0, data_out =   x               13900
Clk = 1, re_wr = 1, rst_n = 1, data = 140,  full = 0, empty = 0, data_out =   x               13950
Clk = 0, re_wr = 1, rst_n = 1, data = 140,  full = 0, empty = 0, data_out =   x               14000
Clk = 1, re_wr = 1, rst_n = 1, data = 141,  full = 0, empty = 0, data_out =   x               14050
Clk = 0, re_wr = 1, rst_n = 1, data = 141,  full = 0, empty = 0, data_out =   x               14100
Clk = 1, re_wr = 1, rst_n = 1, data = 142,  full = 0, empty = 0, data_out =   x               14150
Clk = 0, re_wr = 1, rst_n = 1, data = 142,  full = 0, empty = 0, data_out =   x               14200
Clk = 1, re_wr = 1, rst_n = 1, data = 143,  full = 0, empty = 0, data_out =   x               14250
Clk = 0, re_wr = 1, rst_n = 1, data = 143,  full = 0, empty = 0, data_out =   x               14300
Clk = 1, re_wr = 1, rst_n = 1, data = 144,  full = 0, empty = 0, data_out =   x               14350
Clk = 0, re_wr = 1, rst_n = 1, data = 144,  full = 0, empty = 0, data_out =   x               14400
Clk = 1, re_wr = 1, rst_n = 1, data = 145,  full = 0, empty = 0, data_out =   x               14450
Clk = 0, re_wr = 1, rst_n = 1, data = 145,  full = 0, empty = 0, data_out =   x               14500
Clk = 1, re_wr = 1, rst_n = 1, data = 146,  full = 0, empty = 0, data_out =   x               14550
Clk = 0, re_wr = 1, rst_n = 1, data = 146,  full = 0, empty = 0, data_out =   x               14600
Clk = 1, re_wr = 1, rst_n = 1, data = 147,  full = 0, empty = 0, data_out =   x               14650
Clk = 0, re_wr = 1, rst_n = 1, data = 147,  full = 0, empty = 0, data_out =   x               14700
Clk = 1, re_wr = 1, rst_n = 1, data = 148,  full = 0, empty = 0, data_out =   x               14750
Clk = 0, re_wr = 1, rst_n = 1, data = 148,  full = 0, empty = 0, data_out =   x               14800
Clk = 1, re_wr = 1, rst_n = 1, data = 149,  full = 0, empty = 0, data_out =   x               14850
Clk = 0, re_wr = 1, rst_n = 1, data = 149,  full = 0, empty = 0, data_out =   x               14900
Clk = 1, re_wr = 1, rst_n = 1, data = 150,  full = 0, empty = 0, data_out =   x               14950
Clk = 0, re_wr = 1, rst_n = 1, data = 150,  full = 0, empty = 0, data_out =   x               15000
Clk = 1, re_wr = 1, rst_n = 1, data = 151,  full = 0, empty = 0, data_out =   x               15050
Clk = 0, re_wr = 1, rst_n = 1, data = 151,  full = 0, empty = 0, data_out =   x               15100
Clk = 1, re_wr = 1, rst_n = 1, data = 152,  full = 0, empty = 0, data_out =   x               15150
Clk = 0, re_wr = 1, rst_n = 1, data = 152,  full = 0, empty = 0, data_out =   x               15200
Clk = 1, re_wr = 1, rst_n = 1, data = 153,  full = 0, empty = 0, data_out =   x               15250
Clk = 0, re_wr = 1, rst_n = 1, data = 153,  full = 0, empty = 0, data_out =   x               15300
Clk = 1, re_wr = 1, rst_n = 1, data = 154,  full = 0, empty = 0, data_out =   x               15350
Clk = 0, re_wr = 1, rst_n = 1, data = 154,  full = 0, empty = 0, data_out =   x               15400
Clk = 1, re_wr = 1, rst_n = 1, data = 155,  full = 0, empty = 0, data_out =   x               15450
Clk = 0, re_wr = 1, rst_n = 1, data = 155,  full = 0, empty = 0, data_out =   x               15500
Clk = 1, re_wr = 1, rst_n = 1, data = 156,  full = 0, empty = 0, data_out =   x               15550
Clk = 0, re_wr = 1, rst_n = 1, data = 156,  full = 0, empty = 0, data_out =   x               15600
Clk = 1, re_wr = 1, rst_n = 1, data = 157,  full = 0, empty = 0, data_out =   x               15650
Clk = 0, re_wr = 1, rst_n = 1, data = 157,  full = 0, empty = 0, data_out =   x               15700
Clk = 1, re_wr = 1, rst_n = 1, data = 158,  full = 0, empty = 0, data_out =   x               15750
Clk = 0, re_wr = 1, rst_n = 1, data = 158,  full = 0, empty = 0, data_out =   x               15800
Clk = 1, re_wr = 1, rst_n = 1, data = 159,  full = 0, empty = 0, data_out =   x               15850
Clk = 0, re_wr = 1, rst_n = 1, data = 159,  full = 0, empty = 0, data_out =   x               15900
Clk = 1, re_wr = 1, rst_n = 1, data = 160,  full = 0, empty = 0, data_out =   x               15950
Clk = 0, re_wr = 1, rst_n = 1, data = 160,  full = 0, empty = 0, data_out =   x               16000
Clk = 1, re_wr = 1, rst_n = 1, data = 161,  full = 0, empty = 0, data_out =   x               16050
Clk = 0, re_wr = 1, rst_n = 1, data = 161,  full = 0, empty = 0, data_out =   x               16100
Clk = 1, re_wr = 1, rst_n = 1, data = 162,  full = 0, empty = 0, data_out =   x               16150
Clk = 0, re_wr = 1, rst_n = 1, data = 162,  full = 0, empty = 0, data_out =   x               16200
Clk = 1, re_wr = 1, rst_n = 1, data = 163,  full = 0, empty = 0, data_out =   x               16250
Clk = 0, re_wr = 1, rst_n = 1, data = 163,  full = 0, empty = 0, data_out =   x               16300
Clk = 1, re_wr = 1, rst_n = 1, data = 164,  full = 0, empty = 0, data_out =   x               16350
Clk = 0, re_wr = 1, rst_n = 1, data = 164,  full = 0, empty = 0, data_out =   x               16400
Clk = 1, re_wr = 1, rst_n = 1, data = 165,  full = 0, empty = 0, data_out =   x               16450
Clk = 0, re_wr = 1, rst_n = 1, data = 165,  full = 0, empty = 0, data_out =   x               16500
Clk = 1, re_wr = 1, rst_n = 1, data = 166,  full = 0, empty = 0, data_out =   x               16550
Clk = 0, re_wr = 1, rst_n = 1, data = 166,  full = 0, empty = 0, data_out =   x               16600
Clk = 1, re_wr = 1, rst_n = 1, data = 167,  full = 0, empty = 0, data_out =   x               16650
Clk = 0, re_wr = 1, rst_n = 1, data = 167,  full = 0, empty = 0, data_out =   x               16700
Clk = 1, re_wr = 1, rst_n = 1, data = 168,  full = 0, empty = 0, data_out =   x               16750
Clk = 0, re_wr = 1, rst_n = 1, data = 168,  full = 0, empty = 0, data_out =   x               16800
Clk = 1, re_wr = 1, rst_n = 1, data = 169,  full = 0, empty = 0, data_out =   x               16850
Clk = 0, re_wr = 1, rst_n = 1, data = 169,  full = 0, empty = 0, data_out =   x               16900
Clk = 1, re_wr = 1, rst_n = 1, data = 170,  full = 0, empty = 0, data_out =   x               16950
Clk = 0, re_wr = 1, rst_n = 1, data = 170,  full = 0, empty = 0, data_out =   x               17000
Clk = 1, re_wr = 1, rst_n = 1, data = 171,  full = 0, empty = 0, data_out =   x               17050
Clk = 0, re_wr = 1, rst_n = 1, data = 171,  full = 0, empty = 0, data_out =   x               17100
Clk = 1, re_wr = 1, rst_n = 1, data = 172,  full = 0, empty = 0, data_out =   x               17150
Clk = 0, re_wr = 1, rst_n = 1, data = 172,  full = 0, empty = 0, data_out =   x               17200
Clk = 1, re_wr = 1, rst_n = 1, data = 173,  full = 0, empty = 0, data_out =   x               17250
Clk = 0, re_wr = 1, rst_n = 1, data = 173,  full = 0, empty = 0, data_out =   x               17300
Clk = 1, re_wr = 1, rst_n = 1, data = 174,  full = 0, empty = 0, data_out =   x               17350
Clk = 0, re_wr = 1, rst_n = 1, data = 174,  full = 0, empty = 0, data_out =   x               17400
Clk = 1, re_wr = 1, rst_n = 1, data = 175,  full = 0, empty = 0, data_out =   x               17450
Clk = 0, re_wr = 1, rst_n = 1, data = 175,  full = 0, empty = 0, data_out =   x               17500
Clk = 1, re_wr = 1, rst_n = 1, data = 176,  full = 0, empty = 0, data_out =   x               17550
Clk = 0, re_wr = 1, rst_n = 1, data = 176,  full = 0, empty = 0, data_out =   x               17600
Clk = 1, re_wr = 1, rst_n = 1, data = 177,  full = 0, empty = 0, data_out =   x               17650
Clk = 0, re_wr = 1, rst_n = 1, data = 177,  full = 0, empty = 0, data_out =   x               17700
Clk = 1, re_wr = 1, rst_n = 1, data = 178,  full = 0, empty = 0, data_out =   x               17750
Clk = 0, re_wr = 1, rst_n = 1, data = 178,  full = 0, empty = 0, data_out =   x               17800
Clk = 1, re_wr = 1, rst_n = 1, data = 179,  full = 0, empty = 0, data_out =   x               17850
Clk = 0, re_wr = 1, rst_n = 1, data = 179,  full = 0, empty = 0, data_out =   x               17900
Clk = 1, re_wr = 1, rst_n = 1, data = 180,  full = 0, empty = 0, data_out =   x               17950
Clk = 0, re_wr = 1, rst_n = 1, data = 180,  full = 0, empty = 0, data_out =   x               18000
Clk = 1, re_wr = 1, rst_n = 1, data = 181,  full = 0, empty = 0, data_out =   x               18050
Clk = 0, re_wr = 1, rst_n = 1, data = 181,  full = 0, empty = 0, data_out =   x               18100
Clk = 1, re_wr = 1, rst_n = 1, data = 182,  full = 0, empty = 0, data_out =   x               18150
Clk = 0, re_wr = 1, rst_n = 1, data = 182,  full = 0, empty = 0, data_out =   x               18200
Clk = 1, re_wr = 1, rst_n = 1, data = 183,  full = 0, empty = 0, data_out =   x               18250
Clk = 0, re_wr = 1, rst_n = 1, data = 183,  full = 0, empty = 0, data_out =   x               18300
Clk = 1, re_wr = 1, rst_n = 1, data = 184,  full = 0, empty = 0, data_out =   x               18350
Clk = 0, re_wr = 1, rst_n = 1, data = 184,  full = 0, empty = 0, data_out =   x               18400
Clk = 1, re_wr = 1, rst_n = 1, data = 185,  full = 0, empty = 0, data_out =   x               18450
Clk = 0, re_wr = 1, rst_n = 1, data = 185,  full = 0, empty = 0, data_out =   x               18500
Clk = 1, re_wr = 1, rst_n = 1, data = 186,  full = 0, empty = 0, data_out =   x               18550
Clk = 0, re_wr = 1, rst_n = 1, data = 186,  full = 0, empty = 0, data_out =   x               18600
Clk = 1, re_wr = 1, rst_n = 1, data = 187,  full = 0, empty = 0, data_out =   x               18650
Clk = 0, re_wr = 1, rst_n = 1, data = 187,  full = 0, empty = 0, data_out =   x               18700
Clk = 1, re_wr = 1, rst_n = 1, data = 188,  full = 0, empty = 0, data_out =   x               18750
Clk = 0, re_wr = 1, rst_n = 1, data = 188,  full = 0, empty = 0, data_out =   x               18800
Clk = 1, re_wr = 1, rst_n = 1, data = 189,  full = 0, empty = 0, data_out =   x               18850
Clk = 0, re_wr = 1, rst_n = 1, data = 189,  full = 0, empty = 0, data_out =   x               18900
Clk = 1, re_wr = 1, rst_n = 1, data = 190,  full = 0, empty = 0, data_out =   x               18950
Clk = 0, re_wr = 1, rst_n = 1, data = 190,  full = 0, empty = 0, data_out =   x               19000
Clk = 1, re_wr = 1, rst_n = 1, data = 191,  full = 0, empty = 0, data_out =   x               19050
Clk = 0, re_wr = 1, rst_n = 1, data = 191,  full = 0, empty = 0, data_out =   x               19100
Clk = 1, re_wr = 1, rst_n = 1, data = 192,  full = 0, empty = 0, data_out =   x               19150
Clk = 0, re_wr = 1, rst_n = 1, data = 192,  full = 0, empty = 0, data_out =   x               19200
Clk = 1, re_wr = 1, rst_n = 1, data = 193,  full = 0, empty = 0, data_out =   x               19250
Clk = 0, re_wr = 1, rst_n = 1, data = 193,  full = 0, empty = 0, data_out =   x               19300
Clk = 1, re_wr = 1, rst_n = 1, data = 194,  full = 0, empty = 0, data_out =   x               19350
Clk = 0, re_wr = 1, rst_n = 1, data = 194,  full = 0, empty = 0, data_out =   x               19400
Clk = 1, re_wr = 1, rst_n = 1, data = 195,  full = 0, empty = 0, data_out =   x               19450
Clk = 0, re_wr = 1, rst_n = 1, data = 195,  full = 0, empty = 0, data_out =   x               19500
Clk = 1, re_wr = 1, rst_n = 1, data = 196,  full = 0, empty = 0, data_out =   x               19550
Clk = 0, re_wr = 1, rst_n = 1, data = 196,  full = 0, empty = 0, data_out =   x               19600
Clk = 1, re_wr = 1, rst_n = 1, data = 197,  full = 0, empty = 0, data_out =   x               19650
Clk = 0, re_wr = 1, rst_n = 1, data = 197,  full = 0, empty = 0, data_out =   x               19700
Clk = 1, re_wr = 1, rst_n = 1, data = 198,  full = 0, empty = 0, data_out =   x               19750
Clk = 0, re_wr = 1, rst_n = 1, data = 198,  full = 0, empty = 0, data_out =   x               19800
Clk = 1, re_wr = 1, rst_n = 1, data = 199,  full = 0, empty = 0, data_out =   x               19850
Clk = 0, re_wr = 1, rst_n = 1, data = 199,  full = 0, empty = 0, data_out =   x               19900
Clk = 1, re_wr = 1, rst_n = 1, data = 200,  full = 0, empty = 0, data_out =   x               19950
Clk = 0, re_wr = 1, rst_n = 1, data = 200,  full = 0, empty = 0, data_out =   x               20000
Clk = 1, re_wr = 1, rst_n = 1, data = 201,  full = 0, empty = 0, data_out =   x               20050
Clk = 0, re_wr = 1, rst_n = 1, data = 201,  full = 0, empty = 0, data_out =   x               20100
Clk = 1, re_wr = 1, rst_n = 1, data = 202,  full = 0, empty = 0, data_out =   x               20150
Clk = 0, re_wr = 1, rst_n = 1, data = 202,  full = 0, empty = 0, data_out =   x               20200
Clk = 1, re_wr = 1, rst_n = 1, data = 203,  full = 0, empty = 0, data_out =   x               20250
Clk = 0, re_wr = 1, rst_n = 1, data = 203,  full = 0, empty = 0, data_out =   x               20300
Clk = 1, re_wr = 1, rst_n = 1, data = 204,  full = 0, empty = 0, data_out =   x               20350
Clk = 0, re_wr = 1, rst_n = 1, data = 204,  full = 0, empty = 0, data_out =   x               20400
Clk = 1, re_wr = 1, rst_n = 1, data = 205,  full = 0, empty = 0, data_out =   x               20450
Clk = 0, re_wr = 1, rst_n = 1, data = 205,  full = 0, empty = 0, data_out =   x               20500
Clk = 1, re_wr = 1, rst_n = 1, data = 206,  full = 0, empty = 0, data_out =   x               20550
Clk = 0, re_wr = 1, rst_n = 1, data = 206,  full = 0, empty = 0, data_out =   x               20600
Clk = 1, re_wr = 1, rst_n = 1, data = 207,  full = 0, empty = 0, data_out =   x               20650
Clk = 0, re_wr = 1, rst_n = 1, data = 207,  full = 0, empty = 0, data_out =   x               20700
Clk = 1, re_wr = 1, rst_n = 1, data = 208,  full = 0, empty = 0, data_out =   x               20750
Clk = 0, re_wr = 1, rst_n = 1, data = 208,  full = 0, empty = 0, data_out =   x               20800
Clk = 1, re_wr = 1, rst_n = 1, data = 209,  full = 0, empty = 0, data_out =   x               20850
Clk = 0, re_wr = 1, rst_n = 1, data = 209,  full = 0, empty = 0, data_out =   x               20900
Clk = 1, re_wr = 1, rst_n = 1, data = 210,  full = 0, empty = 0, data_out =   x               20950
Clk = 0, re_wr = 1, rst_n = 1, data = 210,  full = 0, empty = 0, data_out =   x               21000
Clk = 1, re_wr = 1, rst_n = 1, data = 211,  full = 0, empty = 0, data_out =   x               21050
Clk = 0, re_wr = 1, rst_n = 1, data = 211,  full = 0, empty = 0, data_out =   x               21100
Clk = 1, re_wr = 1, rst_n = 1, data = 212,  full = 0, empty = 0, data_out =   x               21150
Clk = 0, re_wr = 1, rst_n = 1, data = 212,  full = 0, empty = 0, data_out =   x               21200
Clk = 1, re_wr = 1, rst_n = 1, data = 213,  full = 0, empty = 0, data_out =   x               21250
Clk = 0, re_wr = 1, rst_n = 1, data = 213,  full = 0, empty = 0, data_out =   x               21300
Clk = 1, re_wr = 1, rst_n = 1, data = 214,  full = 0, empty = 0, data_out =   x               21350
Clk = 0, re_wr = 1, rst_n = 1, data = 214,  full = 0, empty = 0, data_out =   x               21400
Clk = 1, re_wr = 1, rst_n = 1, data = 215,  full = 0, empty = 0, data_out =   x               21450
Clk = 0, re_wr = 1, rst_n = 1, data = 215,  full = 0, empty = 0, data_out =   x               21500
Clk = 1, re_wr = 1, rst_n = 1, data = 216,  full = 0, empty = 0, data_out =   x               21550
Clk = 0, re_wr = 1, rst_n = 1, data = 216,  full = 0, empty = 0, data_out =   x               21600
Clk = 1, re_wr = 1, rst_n = 1, data = 217,  full = 0, empty = 0, data_out =   x               21650
Clk = 0, re_wr = 1, rst_n = 1, data = 217,  full = 0, empty = 0, data_out =   x               21700
Clk = 1, re_wr = 1, rst_n = 1, data = 218,  full = 0, empty = 0, data_out =   x               21750
Clk = 0, re_wr = 1, rst_n = 1, data = 218,  full = 0, empty = 0, data_out =   x               21800
Clk = 1, re_wr = 1, rst_n = 1, data = 219,  full = 0, empty = 0, data_out =   x               21850
Clk = 0, re_wr = 1, rst_n = 1, data = 219,  full = 0, empty = 0, data_out =   x               21900
Clk = 1, re_wr = 1, rst_n = 1, data = 220,  full = 0, empty = 0, data_out =   x               21950
Clk = 0, re_wr = 1, rst_n = 1, data = 220,  full = 0, empty = 0, data_out =   x               22000
Clk = 1, re_wr = 1, rst_n = 1, data = 221,  full = 0, empty = 0, data_out =   x               22050
Clk = 0, re_wr = 1, rst_n = 1, data = 221,  full = 0, empty = 0, data_out =   x               22100
Clk = 1, re_wr = 1, rst_n = 1, data = 222,  full = 0, empty = 0, data_out =   x               22150
Clk = 0, re_wr = 1, rst_n = 1, data = 222,  full = 0, empty = 0, data_out =   x               22200
Clk = 1, re_wr = 1, rst_n = 1, data = 223,  full = 0, empty = 0, data_out =   x               22250
Clk = 0, re_wr = 1, rst_n = 1, data = 223,  full = 0, empty = 0, data_out =   x               22300
Clk = 1, re_wr = 1, rst_n = 1, data = 224,  full = 0, empty = 0, data_out =   x               22350
Clk = 0, re_wr = 1, rst_n = 1, data = 224,  full = 0, empty = 0, data_out =   x               22400
Clk = 1, re_wr = 1, rst_n = 1, data = 225,  full = 0, empty = 0, data_out =   x               22450
